,Alamat,Email,Kategori,Kode Kategori,Nama Perusahaan,Status Badan Usaha,Telp1,Telp2,Telp3,Website
5126,"CIPATUGURAN RT. 04/RW. 06, JAYANTI, KEC. PALABUHANRATU, KAB. SUKABUMI 43364",,Aktivitas Jasa Lainnya,,SAMARATU DAYA TEKNIK,PT,081296640944,,,
5127,"CIPATUGURAN RT. 04/RW. 06, JAYANTI, KEC. PALABUHANRATU, KAB. SUKABUMI 43364",,Aktivitas Jasa Lainnya,,SAMARATU,PT,081296640944,,,
5128,"bdg.centrin.net.id JL OTTO ISKANDAR DINATA NO 4 RT. 02/RW. 10, PASIRKALIKI, KEC. CICENDO, KOTA BANDUNG 40171",,Aktivitas Jasa Lainnya,,SAMPURNA,None,022-4260451,022-4260453,,
5129,"JL PURNAWARMAN NO 13-15, BABAKAN CIAMIS, KEC. SUMUR BANDUNG, KOTA BANDUNG",,Aktivitas Jasa Lainnya,,SAMSUNG SERVICE CENTRE,None,08132011129,,,
5130,"PERMATA ARCAMANIK BLOK B1 RT. 08/RW. 08, SUKAMISKIN, KEC. ARCAMANIK, KOTA BANDUNG 40293",,Aktivitas Jasa Lainnya,,SAMUDRA PURNAMA BAHANA,PT,0227-101410,,,
5131,"RUKO NIAGA CITRAGRAND BLOK R6 NO 14 RT. 01/RW. 07, JATISAMPURNA, KEC. JATISAMPURNA, KOTA BEKASI 17433",,Aktivitas Jasa Lainnya,,SAN PASIPIK ABADI,PT,021-29060121,,,
5132,"11 --1 MTC, JL SOEKARNO HATTA NO 590 BLOK E RT. 1041/RW. 1111, SEKEJATI, KEC. BUAHBATU, KOTA BANDUNG 40286",,Aktivitas Jasa Lainnya,,SANTOSA JAYA ABADI,PT,,,,
5133,"MANDALASARI RT. 01/RW. 03, CIMANDALA, KEC. SUKARAJA, KAB. BOGOR 16710",,Aktivitas Jasa Lainnya,,SANTOSO,PT,,,,
5134,"JL PERINTIS KEMERDEKAAN RT. 03/RW. 01, TUGUJAYA, KEC. CIHIDEUNG, KOTA TASIKMALAYA 46126",,Aktivitas Jasa Lainnya,,SARANA KENCANA MULYA,PT,0265-336906,,,
5135,"JL PATRIOT NO 28 A RT. 02/RW. 03, JAKA SAMPURNA, KEC. BEKASI BARAT, KOTA BEKASI 17145",,Aktivitas Jasa Lainnya,,SARANA KENCANA MULYA,PT,021-88967015,,,
5136,"JL MEKAR AGUNG RT. 03/RW. 06, MEKAR WANGI, KEC. BOJONGLOA KIDUL, KOTA BANDUNG 40237",,Aktivitas Jasa Lainnya,,SARANA RIAWAN,PT,022-88886466,,,
5137,"JL MARGONDA RAYA NO 19 RT. 01/RW. 18, KEMIRIMUKA, KEC. BEJI, KOTA DEPOK 16423",sarisalonspa@yahoo.com,Aktivitas Jasa Lainnya,,SARI SALON DAY SPA (EMBUN),None,021-22910450,,,
5138,"JL MARGONDA RAYA RT. 04/RW. 01, KEMIRIMUKA, KEC. BEJI, KOTA DEPOK 16423",,Aktivitas Jasa Lainnya,,SASEC,PT,021-77219812,,,
5139,"JL KEMBAR TIMUR RAYA RT. 05/RW. 10, CIGERELENG, KEC. REGOL, KOTA BANDUNG 40253",,Aktivitas Jasa Lainnya,,SATRIA CAKRA NUSANTA RA,PT,081220332888,,,
5140,"RUKO PATRIOT CENTRE, JL RAYA PASRIOT RAYA RT. 04/RW. 03, JAKA SAMPURNA, KEC. BEKASI BARAT, KOTA BEKASI 17145",,Aktivitas Jasa Lainnya,,SATRIA KIDZ CENTRE,None,08977930925,,,
5141,"JL RAYA TANAH BARU NO 49 RT. 04/RW. 07, TANAH BARU, KEC. BEJI, KOTA DEPOK 16426",,Aktivitas Jasa Lainnya,,SATRIA NANGGALAYUDA,PT,021-29326642,,,
5142,"JL RAYA CIPERNA BLOK KAPLING RT. 01/RW. 05, CIPERNA, KEC. TALUN, KAB. CIREBON 45171",,Aktivitas Jasa Lainnya,,SCG READYMIX INDONESIA,PT,0231-485651,,,
5143,"MTC, JL SOEKARNO HATTA MO SGO BLOK 1 RT. 4/RW. 11, SEKEJATI, KEC. BUAHBATU, KOTA BANDUNG",,Aktivitas Jasa Lainnya,,SCHENKER PETROLOG UTAMA,PT,22-7534114,,,
5144,"KP CIGAROGOL RT. 08/RW. 03, MEKARSARI, KEC. CILEUNGSI, KAB. BOGOR 16820",,Aktivitas Jasa Lainnya,,SCRINDO PACKATAMA INDONESIA,PT,,,,
5145,"JL DAENG MOHAMAD ARDIWINATA NO 97 RT. 04/RW. 02, CIBABAT, KEC. CIMAHI UTARA, KOTA CIMAHI 40513",,Aktivitas Jasa Lainnya,,SCURE PACKATAMA INDONESIA,PT,022-87786262,,,
5146,"JL RAYA CIBATU RT. 24/RW. 06, CIBATU, KEC. CISAAT, KAB. SUKABUMI 43152",herol315@yahoo.com,Aktivitas Jasa Lainnya,,SEJAHTRA ABADI,CV,081563396234,,,
5147,"JL BARANANG SIANG NO 22 RT. 04/RW. 06, KEBON PISANG, KEC. SUMUR BANDUNG, KOTA BANDUNG 40112",jane_meilanie@yahoo.com,Aktivitas Jasa Lainnya,,SEMBADA KARYA PROSPER,PT,022-4261095,022-02204261895,,
5148,"JL TAMAN GOLF TIMUR 1 NO 100 JABABEKA RESIDENCE, SERTAJAYA, KEC. CIKARANG TIMUR, KAB. BEKASI 17825",,Aktivitas Jasa Lainnya,,SENIOR LIVING D KHAYANGAN,None,021-28518040,021-28518057,,
5149,"JL ABDURRAHMAN SALEH RT. 02/RW. 03, HUSEN SASTRANEGARA, KEC. CICENDO, KOTA BANDUNG 40174",,Aktivitas Jasa Lainnya,,SENO PARI SATRIA SAKTI,None,08886026735,,,
5150,"JL PAHLAWAN RT. 02/RW. 01, CINANGKA, KEC. SAWANGAN, KOTA DEPOK 16516",,Aktivitas Jasa Lainnya,,SENORETA MAHARANI,PT,,,,
5151,"JL SOEKARNO HATTA 730A RT. 01/RW. 05, BABAKAN PENGHULU, KEC. CINAMBO, KOTA BANDUNG 40294",,Aktivitas Jasa Lainnya,,SENTINEL MITRA ADIYAKSA,PT,022-7312374,,,
5152,"CIBATU, KEC. CIKARANG SELATAN, KAB. BEKASI",,Aktivitas Jasa Lainnya,,SENTRACOM MULTI SOLUSINDO,PT,,,,
5153,"JL OTISTA RT. 07/RW. 07, NYENGSERET, KEC. ASTANAANYAR, KOTA BANDUNG 40242",,Aktivitas Jasa Lainnya,,SERVICE ASATRON (H DUDI),None,0225-231562,,,
5154,"KOMP SEGITIGA EMAS KOSAMBI BLOK A 3 RT. 03/RW. 05, MERDEKA, KEC. SUMUR BANDUNG, KOTA BANDUNG 40113",,Aktivitas Jasa Lainnya,,SERVICE CENTER,None,022-7270077,,,
5155,"RUKO CITY WALK IXA2 NO 5 RT. 18/RW. 05, PUSEURJAYA, KEC. TELUKJAMBE TIMUR, KAB. KARAWANG 41361",,Aktivitas Jasa Lainnya,,SERVICE CENTER (JENET),None,08976243298,,,
5156,"MIKO MALL LT 1 RT. 01/RW. 04, CIRANGRANG, KEC. BABAKAN CIPARAY, KOTA BANDUNG 40227",,Aktivitas Jasa Lainnya,,SERVICE CENTER SAMSUNG,None,022-85446762,,,gsi-indonesia.co.id
5157,"JL SUNAN GUNUNGJATI NO 150 KLAYAN RT. 02/RW. 01, KLAYAN, KEC. GUNUNGJATI, KAB. CIREBON 45151",,Aktivitas Jasa Lainnya,,SERVICE CENTRE,None,081322666295,,,
5158,"JL LETKOL RE DJAELANI NO 2 TASIKMALAYA RT. 03/RW. 05, ARGASARI, KEC. CIHIDEUNG, KOTA TASIKMALAYA 46722",,Aktivitas Jasa Lainnya,,SERVICE CENTRE,None,0265-2350596,0265-2350596,,
5159,"JL CIHAMPELAS NO 48 A RT. 01/RW. 17, TAMAN SARI, KEC. BANDUNG WETAN, KOTA BANDUNG 40116",,Aktivitas Jasa Lainnya,,SERVICE CENTRE (SUNU),None,022-4207033,,,
5160,"JL SUROTOKUNTO RAWAGABUS POST RT. 01/RW. 06, ADIARSA TIMUR, KEC. KARAWANG TIMUR, KAB. KARAWANG 41314",,Aktivitas Jasa Lainnya,,SERVICE ELEKTRONIK,None,0267-404701,,,
5161,"GG KACAMATAM 25 RT. 01/RW. 02, PUNGKUR, KEC. REGOL, KOTA BANDUNG 40252",,Aktivitas Jasa Lainnya,,SERVICE ELERTRONIK (YAYAN),None,08976584059,,,
5162,"JL GATOT SUBROTO RT. 01/RW. 05, SAMOJA, KEC. BATUNUNGGAL, KOTA BANDUNG 40273",,Aktivitas Jasa Lainnya,,SERVICE JOK (JONO),None,,,,
5163,"JL RAYA PENGASINAN RT. 01/RW. 02, PENGASINAN, KEC. RAWALUMBU, KOTA BEKASI 17115",,Aktivitas Jasa Lainnya,,SERVICE MESIN CUCI (SANUSI),None,081381618137,,,
5164,"JL DARMODIHARDJO NO 18 B2 RT. 38/RW. 12, SUKAMELANG, KEC. SUBANG, KAB. SUBANG 41251",,Aktivitas Jasa Lainnya,,SERVICE POLYTRON,None,085102795335,,,
5165,"JL TAMAN PAHLAWAN RT. 17/RW. 10, NAGERI KALER, KEC. PURWAKARTA, KAB. PURWAKARTA 41115",,Aktivitas Jasa Lainnya,,SERVICE PS,None,081573000111,,,
5166,"JL IBRAHIM SINGADILAGA RT. 15/RW. 10, NAGERI KALER, KEC. PURWAKARTA, KAB. PURWAKARTA 41115",,Aktivitas Jasa Lainnya,,SERVICE SAMSUNG (JEMI),None,089680826559,,,
5167,"JL KESAMBI N0 74 B RT. 02/RW. 04, KESAMBI, KEC. KESAMBI, KOTA CIREBON 45734",cirebon@yongma.co.id,Aktivitas Jasa Lainnya,,SERVICE YONG MA,None,--02318336138,--02318336138,,
5168,"JL JAMBU RAYA S8 NO 28 RT. 09/RW. 20, SUKATANI, KEC. TAPOS, KOTA DEPOK 16467",,Aktivitas Jasa Lainnya,,SERVIS AC (KUSWANDI),None,081210998109,,,
5169,"JL IR H JUANDA PETOKOAN MITRA BLOK A NO 7 RT. 01/RW. 01, DUREN JAYA, KEC. BEKASI TIMUR, KOTA BEKASI 17111",,Aktivitas Jasa Lainnya,,SERVIS CENTER MASPION,PT,021-8816275,,,
5170,"JL CIJERAH NO 76 B RT. 02/RW. 03, CIJERAH, KEC. BANDUNG KULON, KOTA BANDUNG 40213",secorbandung@gmail.com,Aktivitas Jasa Lainnya,,SERVIS CORNER (SITI),None,022-20562345,,,
5171,"JL KESUNEAN NO 72 RT. 01/RW. 06, KESEPUHAN, KEC. LEMAHWUNGKUK, KOTA CIREBON 45114",,Aktivitas Jasa Lainnya,,SERVIS ELEKTRONIK,None,,,,
5172,"JL RANJENG BLOK RABU RT. 03/RW. 04, JATIWANGI, KEC. JATIWANGI, KAB. MAJALENGKA 45454",,Aktivitas Jasa Lainnya,,SERVIS ELEKTRONIK (DIDI),None,,,,
5173,"JL MERDEKA TIMUR RT. 03/RW. 20, ABADIJAYA, KEC. SUKMA JAYA, KOTA DEPOK 16417",ernihartanti@gmail.com,Aktivitas Jasa Lainnya,,SERVIS PENDINGIN (WAHYU),None,085280898980,,,gmail.com
5174,"JL VETERAN NO 43 RT. 04/RW. 05, YUDANAGARA, KEC. CIHIDEUNG, KOTA TASIKMALAYA 46121",,Aktivitas Jasa Lainnya,,SHARP DIRECT SERVICE ST ATION,None,0265-336835,,,
5175,"JL INPEKSI KALIMALANG RT. 04/RW. 05, TAMBUN, KEC. TAMBUN SELATAN, KAB. BEKASI 17510",,Aktivitas Jasa Lainnya,,SHARP DIRECT SERVICE STATION,None,08001225588,,,
5176,"KRAJAN II RT. 08/RW. 02, WARUNGBAMBU, KEC. KARAWANG TIMUR, KAB. KARAWANG 41371",,Aktivitas Jasa Lainnya,,SHARP ELECTRONIK,PT,08568655005,,,fitri_neseidsharp.world.com
5177,"RUKU GREEN VILLAGE RT. 14/RW. 04, SUKALUYU, KEC. TELUKJAMBE TIMUR, KAB. KARAWANG 41361",,Aktivitas Jasa Lainnya,,SIBUYA SALON,None,,,,
5178,"JL AMIR MAHMUD NO 310 A4 RT. 02/RW. 15, CIBABAT, KEC. CIMAHI UTARA, KOTA CIMAHI 40513",asep.taryana@agisservice.com,Aktivitas Jasa Lainnya,,SIGMA GOLD INTI PERKASA,PT,022-6644182,,,
5179,"JL RAYA BEKASI KARAWANG KM 58 NO 89 RT. 03/RW. 04, KARANGSARI, KEC. CIKARANG TIMUR, KAB. BEKASI 17823",sigmapowerindonesia@yahoo.co.id,Aktivitas Jasa Lainnya,,SIGMA POWER INDONESIA,PT,021-89143887,021-89143889,,
5180,"RUKO CITRA GRAND R5 NO 16, JL ALTERNATIF RT. 04/RW. 11, JATIKARYA, KEC. JATISAMPURNA, KOTA BEKASI 17435",,Aktivitas Jasa Lainnya,,SIGMAGOLD,PT,021-29462449,,,
5181,"SENTRA NIAGA KALIMALANG BLOK B1 NO 20 RT. 09/RW. 12, KAYURINGIN JAYA, KEC. BEKASI SELATAN, KOTA BEKASI 17744",siltamna@cbnnetid,Aktivitas Jasa Lainnya,,SILTAMA PARTABUR JAYA,PT,021-88853094,021-88853045,,
5182,"JL MOH MESRI NO 42 RT. 05/RW. 06, PASIRKALIKI, KEC. CICENDO, KOTA BANDUNG 40771",,Aktivitas Jasa Lainnya,,SIMAYA JEJARING MANDIRI,PT,022-4250030,,,
5183,"DKH ZAMRUD BLOK T14 NO 129 RT. 01/RW. 11, CIMUNING, KEC. MUSTIKAJAYA, KOTA BEKASI 17155",simplyfreshlaundry@yahoo.com,Aktivitas Jasa Lainnya,,SIMPLY FRESH LAUNDRY,None,081262167599,,,simplyfreashlaundry.co.id
5184,"JL TERUSAN HALIMUN RT. 03/RW. 05, LINGKAR SELATAN, KEC. LENGKONG, KOTA BANDUNG 40263",sbabandung@gmail.com,Aktivitas Jasa Lainnya,,SINAR BARU ALGENS INDO,PT,022-7311193,022-7305534,,
5185,"JL CISANGKAN GIRANG RT. 01/RW. 02, PADASUKA, KEC. CIMAHI TENGAH, KOTA CIMAHI 40526",,Aktivitas Jasa Lainnya,,SINAR CAKRA LAKSANA,PT,022-6657040,,,
5186,"JL SENDI KENCANA B9 RT. 08/RW. 10, SUKA ASIH, KEC. BOJONGLOA KALER, KOTA BANDUNG 40233",,Aktivitas Jasa Lainnya,,SINAR JERNIH SARANA,PT,022-6071075,,,
5187,"RUKO ROXY RA 37 JC VILLA MUTIARA CIKARANG RT. 12/RW. 06, SUKADAMI, KEC. CIKARANG SELATAN, KAB. BEKASI 17550",,Aktivitas Jasa Lainnya,,SINAR KARYA UTAMA,PT,0218-9677162,0218-89677802,,
5188,"RUKO ESTON, CIBATU, KEC. CIKARANG SELATAN, KAB. BEKASI",,Aktivitas Jasa Lainnya,,SINAR KONTRUKSI INDONESIA,PT,,,,
5189,"RUKO DELTA NIAGA, JL WARU, CIBATU, KEC. CIKARANG SELATAN, KAB. BEKASI",,Aktivitas Jasa Lainnya,,SINAR SUKSES,PT,,,,
5190,"ITC KOSAMBI BLOK G 2 RT. 12/RW. 10, KEBON PISANG, KEC. SUMUR BANDUNG, KOTA BANDUNG 40112",,Aktivitas Jasa Lainnya,,SINARBAR INDO KENCANA,PT,022-4262118,,,
5191,"JL RAYA KP SAWAH PERUM DEPOK VIEW BLOK B13 RT. 02/RW. 03, JATIMULYA, KEC. CILODONG, KOTA DEPOK 16413",,Aktivitas Jasa Lainnya,,SINERGI DHAWALI PRIMASON (DEFID),None,0218-763566,,,
5192,"GD ALUMNI IPB RT. 02/RW. 05, TEGALLEGA, KEC. BOGOR TENGAH, KOTA BOGOR 16127",,Aktivitas Jasa Lainnya,,SINERGI HARAPAN MANDIRI,PT,0251-8385123,,,
5193,"ARCAMANIK ENDAH RUKO IV RT. 6/RW. 1, CISARANTEN ENDAH, KEC. ARCAMANIK, KOTA BANDUNG 40293",,Aktivitas Jasa Lainnya,,SINERGI UTAMA,PT,022-87241032,,,
5194,"MARKEN BLOK D 15 NO 1 RT. 04/RW. 13, MARGAHAYU SELATAN, KEC. MARGAHAYU, KAB. BANDUNG 40226",,Aktivitas Jasa Lainnya,,SINKRONIKA BANDUNG UTAMA,PT,081320550349,,,
5195,"RUKO ITC DEPOK NO 12, DEPOK, KEC. PANCORAN MAS, KOTA DEPOK",,Aktivitas Jasa Lainnya,,SMART FREEN TELECOM,PT,08881855180,,,
5196,"ALTERNATIF CIBUBUR CILEUNGSI RT. 02/RW. 02, NAGRAK, KEC. GUNUNG PUTRI, KAB. BOGOR 16967",,Aktivitas Jasa Lainnya,,SMART FRIEND,None,021-82498078,,,
5197,"MALL METROPOLITAN LT 2 NO 5 RT. 07/RW. 03, PEKAYON JAYA, KEC. BEKASI SELATAN, KOTA BEKASI 17948",,Aktivitas Jasa Lainnya,,SMART TELECOM,PT,088801036791,,,
5198,"JL MASKUMAMBANG 21 RT. 04/RW. 09, TURANGGA, KEC. LENGKONG, KOTA BANDUNG 40264",,Aktivitas Jasa Lainnya,,SOBARIAH,PT,022-7311621,,,
5199,"RUKO CITRA GRAND R5 NO 25, JL ALTERNATIF RT. 04/RW. 11, JATIKARYA, KEC. JATISAMPURNA, KOTA BEKASI 17435",,Aktivitas Jasa Lainnya,,SOLUSI ANDALAN NUSANTARA,PT,021-84300060,021-84300059,,
5200,"JL GATOT SUBROTO RT. 01/RW. 05, SAMOJA, KEC. BATUNUNGGAL, KOTA BANDUNG 40273",,Aktivitas Jasa Lainnya,,SONY (ASEP),None,081221265646,,,
5201,"PASKAL HYPER SQUERE BLOK B 67 RT. 04/RW. 04, KEBON JERUK, KEC. ANDIR, KOTA BANDUNG 40181",www.pilar@hotmail.com,Aktivitas Jasa Lainnya,,SONY SERVICE CENTER,None,0228-77861831,,,
5202,"JL DR SETIABUDI NO 265 RT. 04/RW. 04, ISOLA, KEC. SUKASARI, KOTA BANDUNG 40154",hrdpureza@yahoo.com,Aktivitas Jasa Lainnya,,SPA (PUREZA),None,085100888856,,,
5203,"JL LEMAH NEUNDEUT NO 7 RT. 05/RW. 04, SUKAWARNA, KEC. SUKAJADI, KOTA BANDUNG 40164",,Aktivitas Jasa Lainnya,,SPA DAN SALON,None,022-2011000,022-2015667,,
5204,"BEKASI CYBER PARK RT. 01/RW. 12, KAYURINGIN JAYA, KEC. BEKASI SELATAN, KOTA BEKASI 17144",iserve_bks@sentrakkomputer.com,Aktivitas Jasa Lainnya,,SS SENTRAL SERVICE,None,021-88963734,,,
5205,"GG CIGARAJA 2 PASEH KEL TUGURAJA KEC CIHIDEUNG RT. 10/RW. 02, TUGURAJA, KEC. CIHIDEUNG, KOTA TASIKMALAYA 46125",,Aktivitas Jasa Lainnya,,SSI SERVICE KOMPUTER,PT,08111713571,,,
5206,"JL KH AGUS SALIM RT. 04/RW. 08, BEKASI JAYA, KEC. BEKASI TIMUR, KOTA BEKASI 17112",,Aktivitas Jasa Lainnya,,SUKSES MANDIRI NIK,PT,021-88347451,,,
5207,"JL TUPAREV NO 83 BLOK AV 1 TUPAREV SUPER BLOK RT. 05/RW. 03, SUTAWINANGUN, KEC. KEDAWUNG, KAB. CIREBON 45153",,Aktivitas Jasa Lainnya,,SULTAN LAUNDRY,None,0231-222138,,,
5208,"JL RANCABOLANG NO 53 RT. 05/RW. 02, MANJAHLEGA, KEC. RANCASARI, KOTA BANDUNG 40292",,Aktivitas Jasa Lainnya,,SULTAN LAUNDRY,PT,0227-5622622,,,
5209,"JL PASIRANDUBONDOL RT. 14/RW. 01, JAYASAMPURNA, KEC. SERANG BARU, KAB. BEKASI",,Aktivitas Jasa Lainnya,,SUMAWIRANATA,PT,022-91301371,,,gmail.com
5210,"SUKAHATI, SUKAHATI, KEC. CIBINONG, KAB. BOGOR",,Aktivitas Jasa Lainnya,,SUMBER AGUNG MAKRIM,PT,,,,
5211,"KP BPM RT. 02/RW. 04, CILEUNGSI, KEC. CILEUNGSI, KAB. BOGOR 16820",,Aktivitas Jasa Lainnya,,SUMBER USAHA BERSAMA,PT,0818160693,,,
5212,"DSN GENTENG RT. 01/RW. 08, GUNUNGMANIK, KEC. TANJUNGSARI, KAB. SUMEDANG 45362",,Aktivitas Jasa Lainnya,,SUMEDANG INDAH,PT,08532003586,,,
5213,"JL RAYA KARANGNUNGGAL RT. 01/RW. 07, KARANGNUNGGAL, KEC. KARANGNUNGGAL, KAB. TASIKMALAYA 46186",,Aktivitas Jasa Lainnya,,SUMMIT OTO FINANCE,PT,,,,
5214,"JL ABDURRAHMAN SALEH RT. 02/RW. 03, HUSEN SASTRANEGARA, KEC. CICENDO, KOTA BANDUNG 40174",bandung_shjpe@yahoo.com,Aktivitas Jasa Lainnya,,SUPER HERLINDO JAYA,PT,022-6125407,022-6125407,,www.superherlindo.co.id
5215,"JATIASIH, KEC. JATIASIH, KOTA BEKASI",mahfudjaeludin@,Aktivitas Jasa Lainnya,,SUPLIER,None,081286752699,,,gmail.com
5216,"JL DUTA GARDEN BARAT RT. 01/RW. 10, HARAPAN BARU, KEC. BEKASI UTARA, KOTA BEKASI 17123",,Aktivitas Jasa Lainnya,,SURYA ANGKASA MARI TIM,PT,,,,
5217,"SENTRA EROPA C NO 50 RT. 01/RW. 36, CIANGSANA, KEC. GUNUNG PUTRI, KAB. BOGOR 16968",,Aktivitas Jasa Lainnya,,SURYA CITRA UTAMA,None,0218-4932878,,,
5218,"RUKO ESTON, CIBATU, KEC. CIKARANG SELATAN, KAB. BEKASI",,Aktivitas Jasa Lainnya,,SURYA ENERGI INDONESIA,PT,,,,
5219,"PERUM LEGENDA WISATA JE 16 RT. 01/RW. 16, NAGRAK, KEC. GUNUNG PUTRI, KAB. BOGOR 16967",,Aktivitas Jasa Lainnya,,SURYA LINTAS CAHAYA,PT,,,,
5220,"PANGKALAN V KM 2 RT. 2/RW. 5, CIKIWUL, KEC. BANTARGEBANG, KOTA BEKASI 17152",,Aktivitas Jasa Lainnya,,SURYA MARGALUHUR,PT,021-8250344,,,pt.sml.com
5221,"JL CIUMBULEUIT NO 56 A RT. 04/RW. 02, HEGARMANAH, KEC. CIDADAP, KOTA BANDUNG 40141",gra.svarga@gmail.com,Aktivitas Jasa Lainnya,,SVARGA E-MOTION SONCTUARY,None,022-82601665,,,
5222,"JL CAMAN RAYA RT. 08/RW. 01, JATIBENING, KEC. PONDOKGEDE, KOTA BEKASI 17412",,Aktivitas Jasa Lainnya,,SVARNA DWIPA CASPEA,PT,0811915164,,,
5223,"TRANS STUDIO MALL L1 A120-A122, CIBANGKONG, KEC. BATUNUNGGAL, KOTA BANDUNG 40273",,Aktivitas Jasa Lainnya,,SVENSON (YANNY),None,022-91091665,,,
5224,"JL RAYA GADOBANGKONG RT. 01/RW. 03, GADOBANGKONG, KEC. NGAMPRAH, KAB. BANDUNG BARAT 40552",,Aktivitas Jasa Lainnya,,SWA MITRA YASA UTAMA,PT,022-6633976,,,
5225,"JL KAVLING DPR RT. 03/RW. 04, SERUA, KEC. BOJONGSARI, KOTA DEPOK 16517",,Aktivitas Jasa Lainnya,,SWADAYA KRABAT RAHARJA,PT,,,,
5226,"JL A YANI NO 35 RT. 11/RW. 04, PASIRKAREUMBI, KEC. SUBANG, KAB. SUBANG 41214",,Aktivitas Jasa Lainnya,,SWADHARMA SARANA INFORMATIKA,PT,0260-411047,,,
5227,"JL KEMAKMURAN RAYA NO 51 B RT. 01/RW. 05, MEKAR JAYA, KEC. SUKMA JAYA, KOTA DEPOK 16411",,Aktivitas Jasa Lainnya,,SZAVA SKIN CARE,None,085645217147,,,
5228,"JL KH AGUS SALIM NO 53 RT. 08/RW. 07, BEKASI JAYA, KEC. BEKASI TIMUR, KOTA BEKASI 17112",,Aktivitas Jasa Lainnya,,T MAJU MANDIRI JAYA,None,021-22120649,,,
5229,"JL RAYA KP TUBUN KP PANGKALAN RAYA RT. 05/RW. 02, CIBULUH, KEC. BOGOR UTARA, KOTA BOGOR 16151",,Aktivitas Jasa Lainnya,,TAM BOGOR,None,081585278707,,,
5230,"KOMP BUMI KOPO KENCANA BLOK F 1 RT. 08/RW. 10, SUKA ASIH, KEC. BOJONGLOA KALER, KOTA BANDUNG 40233",tamzmastar@gmail.com,Aktivitas Jasa Lainnya,,TAMANA STAR INDONESIA,PT,022-6039320,022-6045408,,
5231,"JL AZALEA RAYA RUKO PERMATA HIJAU LIPO CIKARANG RT. 13/RW. 07, SERANG, KEC. CIKARANG SELATAN, KAB. BEKASI 17550",,Aktivitas Jasa Lainnya,,TCP LEO,None,021-09903030,,,
5232,"BLOK J 4 NO 21 RT. 21/RW. 05, KLAYAN, KEC. GUNUNGJATI, KAB. CIREBON 45151",telatenika@yahoo.id,Aktivitas Jasa Lainnya,,TELATENIKA JAYA,PT,0231-205504,,,
5233,"SUKAMAH 1 RT. 07/RW. 04, SUKAMAHI, KEC. CIKARANG PUSAT, KAB. BEKASI 17811",,Aktivitas Jasa Lainnya,,TELEKOMUNIKASI SUKAMAH,None,062-859971891,,,
5234,"JL TIRTA KENCANA TIMUR BLOK G NO 3 RT. 08/RW. 10, SUKA ASIH, KEC. BOJONGLOA KALER, KOTA BANDUNG 40233",,Aktivitas Jasa Lainnya,,THE COOL INDONESIA,PT,022-6038006,,,
5235,"TRANS STUDIO MALL GF B080, CIBANGKONG, KEC. BATUNUNGGAL, KOTA BANDUNG 40273",bsm_tfs@yahoo.co.id,Aktivitas Jasa Lainnya,,THE FACE SHOP,None,022-91091734,,,
5236,"LT DASAR R67-009 RAMAYANA RT. 02/RW. 08, KARAWANG WETAN, KEC. KARAWANG TIMUR, KAB. KARAWANG 41314",,Aktivitas Jasa Lainnya,,THE GUH SALON (TEGUH),None,0267-8453978,,,
5237,"JL JENDRAL SUDIRMAN RT. 01/RW. 07, KARANG ANYAR, KEC. ASTANAANYAR, KOTA BANDUNG 40241",,Aktivitas Jasa Lainnya,,THE PREMIUM STAR SPA,None,,,,
5238,"JL SUKARNOHATTA RT. 01/RW. 10, SUKAPURA, KEC. KIARACONDONG, KOTA BANDUNG 40285",,Aktivitas Jasa Lainnya,,THERMO ASRIMANUDGAL,PT,,,,
5239,"ARCAMANIK ENDAH RT. 01/RW. 09, SUKAMISKIN, KEC. ARCAMANIK, KOTA BANDUNG 40293",,Aktivitas Jasa Lainnya,,THREDIO ENJINERING,None,022-7104401,,,
5240,"KP BOJONG CICADAS NO 88 RT. 02/RW. 15, CICADAS, KEC. GUNUNG PUTRI, KAB. BOGOR 16964",,Aktivitas Jasa Lainnya,,TIARA UTAMA LAUNDRY,PT,,,,
5241,"JL PLTA MUARA TAWAR NO 3 RT. 01/RW. 17, PANTAIMAKMUR, KEC. TARUMAJAYA, KAB. BEKASI 17212",,Aktivitas Jasa Lainnya,,TIGA BERDIKARI ABADI,PT,0817135397,,,
5242,"GRAND PRIMA BINTARA RT. 10/RW. 16, BINTARA, KEC. BEKASI BARAT, KOTA BEKASI",servis.tsju@gmail.com,Aktivitas Jasa Lainnya,,TIRTA SAKTI JAYA UTAMA,PT,021-88863315,,,
5243,"JL INDUSTRI SELATAN 8 BLOK EE KAW JABABEKA II PASIR SARI, PASIRSARI, KEC. CIKARANG SELATAN, KAB. BEKASI 17530",,Aktivitas Jasa Lainnya,,TN2 INDONESIA,PT,,,,
5244,"JL SOEKARNO HATTA RT. 06/RW. 7, CISARANTEN ENDAH, KEC. ARCAMANIK, KOTA BANDUNG 40295",herlanbudiprasetya@tnt.com,Aktivitas Jasa Lainnya,,TNT,PT,021-7500301,,,www.tnt.com
5245,"RUKO SENTRAL ONDERDIL 2 HARAPAN INDAH RT. 4/RW. 17, PEJUANG, KEC. MEDAN SATRIA, KOTA BEKASI 17181",,Aktivitas Jasa Lainnya,,TOBODI HONE MANDIRI,PT,081212031580,,,
